event_id,event_type,user_id,timestamp,priority,source_system,channel_preference,status
EVT-1781550595268-42,TXNX-004,user-402,2026-05-22T10:37:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-43,TXNX-003,user-9176,2026-06-07T09:22:55.268Z,2,trading_engine,whatsapp,CAPPED
EVT-1781550595268-44,TXNX-004,user-9404,2026-05-19T10:14:55.268Z,2,trading_engine,in_app,CAPPED
EVT-1781550595268-45,TXNX-002,user-1159,2026-05-30T09:15:55.268Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-46,TXNX-002,user-9461,2026-06-04T09:38:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-47,RISK-005,user-434,2026-05-27T09:20:55.268Z,3,trading_engine,sms,DND
EVT-1781550595268-48,SIPX-002,user-4672,2026-06-12T12:34:55.268Z,3,trading_engine,email,DELIVERED
EVT-1781550595268-49,TXNX-002,user-9617,2026-05-26T09:35:55.268Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-50,TXNX-002,user-7002,2026-06-10T11:55:55.268Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-51,TXNX-001,user-300,2026-05-24T13:24:55.268Z,2,trading_engine,sms,DELIVERED
EVT-1781550595268-52,TXNX-003,user-2353,2026-05-31T11:15:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-53,SIPX-005,user-85,2026-06-13T08:31:55.268Z,3,trading_engine,in_app,CAPPED
EVT-1781550595268-54,TXNX-001,user-686,2026-06-12T12:16:55.268Z,2,trading_engine,whatsapp,DND
EVT-1781550595268-55,RISK-003,user-5408,2026-05-20T19:09:55.268Z,1,trading_engine,sms,FAILED
EVT-1781550595268-56,RISK-003,user-288,2026-05-18T11:12:55.268Z,1,trading_engine,email,DND
EVT-1781550595268-57,TXNX-004,user-7909,2026-06-04T11:57:55.268Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595268-58,TXNX-001,user-610,2026-06-13T08:38:55.268Z,2,trading_engine,whatsapp,FAILED
EVT-1781550595268-59,RISK-004,user-5005,2026-06-11T19:09:55.268Z,3,trading_engine,whatsapp,CAPPED
EVT-1781550595268-60,RISK-004,user-3711,2026-05-22T09:30:55.268Z,3,trading_engine,sms,FAILED
EVT-1781550595268-61,MKTX-001,user-5135,2026-06-14T10:12:55.268Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595268-62,TXNX-001,user-8224,2026-05-22T13:29:55.268Z,2,trading_engine,email,CAPPED
EVT-1781550595268-63,RISK-002,user-7166,2026-06-11T12:24:55.268Z,1,trading_engine,sms,DELIVERED
EVT-1781550595268-64,TXNX-002,user-878,2026-05-19T10:08:55.268Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595268-65,TXNX-002,user-5904,2026-05-21T08:00:55.268Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595268-66,SIPX-004,user-2883,2026-06-07T12:46:55.268Z,3,trading_engine,sms,DELIVERED
EVT-1781550595268-67,SIPX-005,user-6603,2026-06-03T11:28:55.268Z,3,trading_engine,email,DELIVERED
EVT-1781550595268-68,SIPX-004,user-1160,2026-06-15T12:37:55.268Z,3,trading_engine,push,DELIVERED
EVT-1781550595268-69,TXNX-003,user-9207,2026-06-10T12:51:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-70,MKTX-002,user-2905,2026-06-03T19:09:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-71,REGX-004,user-2100,2026-06-10T08:03:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-72,MKTX-001,user-6695,2026-06-15T19:09:55.268Z,3,trading_engine,email,DELIVERED
EVT-1781550595268-73,RISK-002,user-5909,2026-05-24T08:28:55.268Z,1,trading_engine,push,DELIVERED
EVT-1781550595268-74,RISK-001,user-9271,2026-06-05T09:31:55.268Z,1,trading_engine,email,DELIVERED
EVT-1781550595268-75,TXNX-001,user-2733,2026-05-19T13:53:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-76,MKTX-002,user-6908,2026-06-14T13:06:55.268Z,3,trading_engine,push,DELIVERED
EVT-1781550595268-77,RISK-005,user-412,2026-06-07T19:09:55.268Z,3,trading_engine,email,DND
EVT-1781550595268-78,TXNX-002,user-7125,2026-05-29T11:18:55.268Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595268-79,TXNX-002,user-2597,2026-06-15T12:37:55.268Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-80,TXNX-005,user-1892,2026-06-01T13:05:55.268Z,2,trading_engine,push,DND
EVT-1781550595268-81,TXNX-001,user-9153,2026-06-15T11:17:55.268Z,2,trading_engine,in_app,CAPPED
EVT-1781550595268-82,MKTX-004,user-1896,2026-06-15T08:48:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-83,TXNX-004,user-4138,2026-05-24T19:09:55.268Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595268-84,MKTX-001,user-1082,2026-06-14T19:09:55.268Z,3,trading_engine,push,DELIVERED
EVT-1781550595268-85,TXNX-003,user-8824,2026-06-03T11:32:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-86,TXNX-005,user-7679,2026-06-14T12:12:55.268Z,2,trading_engine,push,DND
EVT-1781550595268-87,MKTX-001,user-5978,2026-06-14T08:20:55.268Z,3,trading_engine,whatsapp,DND
EVT-1781550595268-88,MKTX-003,user-8172,2026-06-05T08:25:55.268Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595268-89,TXNX-001,user-8687,2026-05-27T08:30:55.268Z,2,trading_engine,in_app,DND
EVT-1781550595268-90,TXNX-004,user-275,2026-06-03T13:24:55.268Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-91,TXNX-004,user-4921,2026-06-02T11:15:55.268Z,2,trading_engine,in_app,DND
EVT-1781550595268-92,TXNX-001,user-5960,2026-06-12T11:08:55.268Z,2,trading_engine,in_app,DND
EVT-1781550595268-93,TXNX-004,user-181,2026-06-08T11:34:55.268Z,2,trading_engine,sms,DELIVERED
EVT-1781550595268-94,MKTX-004,user-4977,2026-05-28T11:47:55.268Z,3,trading_engine,email,DELIVERED
EVT-1781550595268-95,RISK-001,user-6981,2026-06-08T13:50:55.268Z,1,trading_engine,push,FAILED
EVT-1781550595268-96,RISK-001,user-5553,2026-06-14T19:09:55.268Z,1,trading_engine,sms,FAILED
EVT-1781550595268-97,TXNX-001,user-9625,2026-06-05T08:35:55.268Z,2,trading_engine,whatsapp,DND
EVT-1781550595268-98,RISK-005,user-4439,2026-06-12T08:26:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-99,MKTX-004,user-3427,2026-06-13T10:33:55.268Z,3,trading_engine,sms,DELIVERED
EVT-1781550595268-100,TXNX-004,user-3826,2026-06-06T10:47:55.268Z,2,trading_engine,in_app,FAILED
EVT-1781550595268-101,SIPX-005,user-1359,2026-06-03T10:07:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-102,TXNX-002,user-6924,2026-05-27T09:48:55.268Z,2,trading_engine,email,DELIVERED
EVT-1781550595268-103,TXNX-005,user-7291,2026-06-13T12:14:55.268Z,2,trading_engine,sms,DND
EVT-1781550595268-104,SIPX-002,user-3376,2026-05-21T10:23:55.268Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-105,RISK-004,user-7471,2026-06-15T10:16:55.268Z,3,trading_engine,sms,DND
EVT-1781550595268-106,SIPX-005,user-9338,2026-05-30T19:09:55.268Z,3,trading_engine,push,DELIVERED
EVT-1781550595268-107,RISK-002,user-6886,2026-05-28T12:28:55.268Z,1,trading_engine,email,CAPPED
EVT-1781550595268-108,TXNX-004,user-5181,2026-05-18T19:09:55.268Z,2,trading_engine,push,DELIVERED
EVT-1781550595268-109,RISK-004,user-9484,2026-05-28T10:15:55.268Z,3,trading_engine,sms,CAPPED
EVT-1781550595268-110,MKTX-004,user-1571,2026-05-26T11:28:55.268Z,3,trading_engine,sms,DELIVERED
EVT-1781550595268-111,MKTX-002,user-2973,2026-06-14T12:37:55.268Z,3,trading_engine,push,DELIVERED
EVT-1781550595268-112,TXNX-005,user-2785,2026-06-14T19:09:55.268Z,2,trading_engine,sms,FAILED
EVT-1781550595268-113,TXNX-005,user-6015,2026-06-03T13:40:55.268Z,2,trading_engine,sms,FAILED
EVT-1781550595268-114,TXNX-002,user-7272,2026-05-26T11:23:55.268Z,2,trading_engine,sms,DELIVERED
EVT-1781550595268-115,REGX-002,user-9744,2026-05-28T08:17:55.268Z,3,trading_engine,sms,CAPPED
EVT-1781550595268-116,MKTX-004,user-3914,2026-05-30T11:40:55.268Z,3,trading_engine,email,DELIVERED
EVT-1781550595268-117,RISK-003,user-3904,2026-05-21T10:47:55.268Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595268-118,REGX-003,user-3244,2026-05-24T19:09:55.268Z,3,trading_engine,sms,DELIVERED
EVT-1781550595268-119,RISK-001,user-6829,2026-06-05T08:18:55.268Z,1,trading_engine,whatsapp,DELIVERED
EVT-1781550595268-120,MKTX-004,user-6477,2026-05-20T19:09:55.268Z,3,trading_engine,in_app,FAILED
EVT-1781550595268-121,TXNX-002,user-5431,2026-06-02T11:44:55.268Z,2,trading_engine,sms,DELIVERED
EVT-1781550595268-122,TXNX-003,user-1140,2026-06-03T08:44:55.268Z,2,trading_engine,push,DELIVERED
EVT-1781550595269-123,SIPX-005,user-3807,2026-06-09T11:58:55.269Z,3,trading_engine,push,CAPPED
EVT-1781550595269-124,TXNX-004,user-3671,2026-06-05T09:25:55.269Z,2,trading_engine,sms,DELIVERED
EVT-1781550595269-125,RISK-001,user-3057,2026-05-26T10:54:55.269Z,1,trading_engine,email,DND
EVT-1781550595269-126,RISK-001,user-7726,2026-06-15T08:29:55.269Z,1,trading_engine,push,CAPPED
EVT-1781550595269-127,MKTX-004,user-2699,2026-05-26T10:11:55.269Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595269-128,RISK-004,user-3022,2026-06-05T19:09:55.269Z,3,trading_engine,push,DELIVERED
EVT-1781550595269-129,MKTX-003,user-3051,2026-06-13T10:54:55.269Z,3,trading_engine,sms,FAILED
EVT-1781550595269-130,RISK-005,user-8498,2026-05-21T19:09:55.269Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595269-131,TXNX-004,user-7926,2026-06-08T10:54:55.269Z,2,trading_engine,push,DELIVERED
EVT-1781550595269-132,MKTX-004,user-8442,2026-06-03T19:09:55.269Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595269-133,TXNX-005,user-1358,2026-06-01T19:09:55.269Z,2,trading_engine,sms,DELIVERED
EVT-1781550595269-134,MKTX-004,user-760,2026-05-18T13:32:55.269Z,3,trading_engine,whatsapp,CAPPED
EVT-1781550595269-135,TXNX-001,user-3225,2026-06-02T10:05:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-136,RISK-002,user-6756,2026-05-23T19:09:55.269Z,1,trading_engine,push,DELIVERED
EVT-1781550595269-137,TXNX-005,user-8335,2026-06-04T09:01:55.269Z,2,trading_engine,email,FAILED
EVT-1781550595269-138,RISK-001,user-3829,2026-06-09T11:30:55.269Z,1,trading_engine,push,DELIVERED
EVT-1781550595269-139,MKTX-002,user-4265,2026-05-18T10:58:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-140,TXNX-005,user-3646,2026-05-26T13:32:55.269Z,2,trading_engine,sms,CAPPED
EVT-1781550595269-141,TXNX-004,user-8767,2026-06-10T08:50:55.269Z,2,trading_engine,email,DND
EVT-1781550595269-142,TXNX-004,user-7878,2026-06-09T13:46:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-143,TXNX-001,user-9704,2026-06-02T13:11:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-144,TXNX-001,user-7829,2026-06-09T19:09:55.269Z,2,trading_engine,push,DELIVERED
EVT-1781550595269-145,REGX-002,user-582,2026-06-14T13:22:55.269Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595269-146,RISK-005,user-9488,2026-05-20T19:09:55.269Z,3,trading_engine,push,FAILED
EVT-1781550595269-147,TXNX-005,user-7024,2026-06-10T09:18:55.269Z,2,trading_engine,email,FAILED
EVT-1781550595269-148,SIPX-001,user-6866,2026-05-26T11:53:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-149,TXNX-002,user-3037,2026-06-06T19:09:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-150,REGX-002,user-3302,2026-06-03T09:16:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-151,MKTX-001,user-1206,2026-05-24T08:05:55.269Z,3,trading_engine,push,CAPPED
EVT-1781550595269-152,TXNX-005,user-5230,2026-06-04T11:49:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-153,TXNX-003,user-5498,2026-05-25T11:52:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-154,MKTX-001,user-2107,2026-06-09T12:21:55.269Z,3,trading_engine,push,DND
EVT-1781550595269-155,REGX-003,user-2219,2026-05-27T11:31:55.269Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595269-156,SIPX-005,user-9517,2026-06-02T10:27:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-157,REGX-004,user-3647,2026-06-01T11:12:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-158,SIPX-005,user-8284,2026-05-19T09:17:55.269Z,3,trading_engine,sms,DND
EVT-1781550595269-159,RISK-003,user-5012,2026-06-11T19:09:55.269Z,1,trading_engine,sms,DELIVERED
EVT-1781550595269-160,REGX-004,user-8907,2026-05-17T08:30:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-161,REGX-005,user-7541,2026-05-22T10:31:55.269Z,3,trading_engine,email,CAPPED
EVT-1781550595269-162,SIPX-003,user-7863,2026-06-12T09:37:55.269Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595269-163,MKTX-003,user-7825,2026-06-08T09:23:55.269Z,3,trading_engine,in_app,CAPPED
EVT-1781550595269-164,TXNX-002,user-4548,2026-05-30T08:50:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-165,TXNX-002,user-3366,2026-05-18T19:09:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-166,TXNX-005,user-7234,2026-06-01T10:18:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-167,TXNX-002,user-5703,2026-05-28T09:27:55.269Z,2,trading_engine,email,DND
EVT-1781550595269-168,MKTX-004,user-7461,2026-06-04T10:25:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-169,RISK-005,user-7013,2026-05-30T10:44:55.269Z,3,trading_engine,in_app,DND
EVT-1781550595269-170,SIPX-003,user-2796,2026-05-24T19:09:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-171,TXNX-002,user-6679,2026-06-06T12:38:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-172,SIPX-003,user-2313,2026-06-08T13:35:55.269Z,3,trading_engine,push,DELIVERED
EVT-1781550595269-173,TXNX-003,user-2586,2026-05-23T09:17:55.269Z,2,trading_engine,email,FAILED
EVT-1781550595269-174,TXNX-005,user-6332,2026-06-10T08:20:55.269Z,2,trading_engine,sms,DELIVERED
EVT-1781550595269-175,RISK-005,user-1448,2026-06-11T19:09:55.269Z,3,trading_engine,in_app,CAPPED
EVT-1781550595269-176,REGX-002,user-3835,2026-06-15T19:09:55.269Z,3,trading_engine,push,DELIVERED
EVT-1781550595269-177,TXNX-003,user-6939,2026-05-19T13:37:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-178,TXNX-004,user-1771,2026-06-13T09:49:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-179,RISK-005,user-2865,2026-06-03T19:09:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-180,RISK-001,user-6129,2026-06-01T10:47:55.269Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595269-181,TXNX-002,user-9893,2026-06-04T19:09:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-182,MKTX-003,user-4634,2026-06-03T19:09:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-183,REGX-005,user-5544,2026-05-21T10:50:55.269Z,3,trading_engine,sms,DND
EVT-1781550595269-184,RISK-001,user-5584,2026-06-14T10:53:55.269Z,1,trading_engine,sms,DELIVERED
EVT-1781550595269-185,RISK-001,user-5591,2026-06-10T10:14:55.269Z,1,trading_engine,push,CAPPED
EVT-1781550595269-186,RISK-003,user-2936,2026-06-10T11:45:55.269Z,1,trading_engine,sms,DELIVERED
EVT-1781550595269-187,REGX-005,user-2226,2026-06-13T19:09:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-188,SIPX-003,user-6546,2026-06-01T08:51:55.269Z,3,trading_engine,in_app,FAILED
EVT-1781550595269-189,TXNX-005,user-8375,2026-06-05T12:38:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-190,SIPX-003,user-3452,2026-06-03T12:50:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-191,TXNX-003,user-6707,2026-06-09T11:17:55.269Z,2,trading_engine,in_app,CAPPED
EVT-1781550595269-192,REGX-001,user-286,2026-05-21T12:57:55.269Z,3,trading_engine,whatsapp,DND
EVT-1781550595269-193,TXNX-005,user-2965,2026-06-07T09:54:55.269Z,2,trading_engine,sms,DELIVERED
EVT-1781550595269-194,RISK-003,user-4862,2026-06-10T12:46:55.269Z,1,trading_engine,sms,CAPPED
EVT-1781550595269-195,MKTX-002,user-1655,2026-05-29T08:42:55.269Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-196,TXNX-004,user-5512,2026-06-15T12:53:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-197,MKTX-002,user-3487,2026-05-21T08:07:55.269Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595269-198,TXNX-003,user-8968,2026-06-13T10:14:55.269Z,2,trading_engine,whatsapp,DND
EVT-1781550595269-199,MKTX-005,user-228,2026-05-23T10:50:55.269Z,3,trading_engine,email,DND
EVT-1781550595269-200,SIPX-003,user-7464,2026-05-21T11:53:55.269Z,3,trading_engine,email,DND
EVT-1781550595269-201,MKTX-003,user-2932,2026-06-07T13:56:55.269Z,3,trading_engine,email,FAILED
EVT-1781550595269-202,TXNX-002,user-557,2026-05-26T08:51:55.269Z,2,trading_engine,email,FAILED
EVT-1781550595269-203,MKTX-003,user-3812,2026-05-31T11:18:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-204,TXNX-004,user-3107,2026-05-20T13:53:55.269Z,2,trading_engine,whatsapp,CAPPED
EVT-1781550595269-205,TXNX-005,user-4012,2026-06-12T19:09:55.269Z,2,trading_engine,email,CAPPED
EVT-1781550595269-206,TXNX-001,user-245,2026-05-19T09:41:55.269Z,2,trading_engine,sms,DND
EVT-1781550595269-207,TXNX-004,user-4702,2026-05-24T09:52:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-208,TXNX-002,user-6401,2026-06-11T19:09:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-209,SIPX-003,user-2179,2026-05-24T09:54:55.269Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-210,RISK-005,user-3722,2026-06-04T19:09:55.269Z,3,trading_engine,sms,DND
EVT-1781550595269-211,SIPX-004,user-6371,2026-06-12T10:38:55.269Z,3,trading_engine,push,FAILED
EVT-1781550595269-212,RISK-005,user-3432,2026-06-13T10:54:55.269Z,3,trading_engine,email,CAPPED
EVT-1781550595269-213,RISK-002,user-5615,2026-06-05T11:40:55.269Z,1,trading_engine,push,DELIVERED
EVT-1781550595269-214,RISK-001,user-4448,2026-05-26T19:09:55.269Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595269-215,SIPX-003,user-9548,2026-06-10T10:51:55.269Z,3,trading_engine,sms,CAPPED
EVT-1781550595269-216,TXNX-005,user-5890,2026-05-21T19:09:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-217,SIPX-005,user-59,2026-06-03T12:26:55.269Z,3,trading_engine,push,DELIVERED
EVT-1781550595269-218,TXNX-004,user-2402,2026-06-08T19:09:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-219,TXNX-005,user-5533,2026-05-22T12:39:55.269Z,2,trading_engine,in_app,CAPPED
EVT-1781550595269-220,RISK-001,user-1765,2026-05-28T08:36:55.269Z,1,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-221,SIPX-002,user-921,2026-05-31T19:09:55.269Z,3,trading_engine,email,DELIVERED
EVT-1781550595269-222,SIPX-005,user-7062,2026-05-22T09:07:55.269Z,3,trading_engine,sms,DELIVERED
EVT-1781550595269-223,TXNX-001,user-6255,2026-06-01T12:49:55.269Z,2,trading_engine,in_app,DND
EVT-1781550595269-224,TXNX-001,user-8197,2026-06-04T09:47:55.269Z,2,trading_engine,push,DELIVERED
EVT-1781550595269-225,TXNX-002,user-1708,2026-05-25T10:37:55.269Z,2,trading_engine,sms,DND
EVT-1781550595269-226,SIPX-005,user-5647,2026-05-25T12:27:55.269Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-227,TXNX-003,user-84,2026-05-29T11:05:55.269Z,2,trading_engine,in_app,DND
EVT-1781550595269-228,TXNX-004,user-9793,2026-06-15T08:05:55.269Z,2,trading_engine,email,DELIVERED
EVT-1781550595269-229,TXNX-005,user-2074,2026-05-19T11:30:55.269Z,2,trading_engine,push,DELIVERED
EVT-1781550595269-230,TXNX-005,user-6355,2026-05-21T13:05:55.269Z,2,trading_engine,sms,DELIVERED
EVT-1781550595269-231,SIPX-005,user-8843,2026-06-04T11:57:55.269Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-232,TXNX-005,user-4197,2026-05-22T11:54:55.269Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595269-233,TXNX-001,user-589,2026-05-29T09:09:55.269Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-234,TXNX-005,user-7211,2026-05-30T10:26:55.269Z,2,trading_engine,in_app,CAPPED
EVT-1781550595269-235,TXNX-003,user-256,2026-06-13T12:15:55.269Z,2,trading_engine,push,DND
EVT-1781550595269-236,SIPX-003,user-6666,2026-05-20T09:26:55.269Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595269-237,REGX-001,user-6287,2026-06-06T10:01:55.269Z,3,trading_engine,push,DND
EVT-1781550595269-238,RISK-003,user-7742,2026-05-30T08:38:55.269Z,1,trading_engine,email,DELIVERED
EVT-1781550595269-239,SIPX-004,user-6585,2026-05-28T13:36:55.269Z,3,trading_engine,in_app,DELIVERED
